PMID	DOI	Title	PMCID
28620943	10.1111/acel.12626	Drug repurposing for aging research using model organisms : 	PMC5595691
30038282	10.1038/s41593-018-0192-3	Epigenetic regulation of brain region-specific microglia clearance activity : 	PMC6090564
30291358	10.1038/s41591-018-0234-0	Author Correction: MitoTALEN reduces mutant mtDNA load and restores tRNA(Ala) levels in a mouse model of heteroplasmic mtDNA mutation : 	
30250143	10.1038/s41591-018-0166-8	MitoTALEN reduces mutant mtDNA load and restores tRNA(Ala) levels in a mouse model of heteroplasmic mtDNA mutation : 	PMC6942693
29505111	10.1111/mmi.13947	A Toxoplasma gondii locus required for the direct manipulation of host mitochondria has maintained multiple ancestral functions : 	PMC6245547
29328920	10.1016/j.cell.2017.12.039	SnapShot: Mitochondrial Nucleoid : 	
29236254	10.1007/978-1-4939-7540-2_8	Integration of ENCODE RNAseq and eCLIP Data Sets : 	
30097874	10.1007/978-1-4939-8588-3_18	Nonlocalized Searching of HCD Data for Fast and Sensitive Identification of ADP-Ribosylated Peptides : 	
29098880	10.1080/10409238.2017.1394265	Specificity of reversible ADP-ribosylation and regulation of cellular processes : 	
30250142	10.1038/s41591-018-0165-9	Genome editing in mitochondria corrects a pathogenic mtDNA mutation in vivo : 	PMC6225988
28951210	10.1016/j.bbadis.2017.09.017	Phenome and genome based studies into human ageing and longevity: An overview : 	
30224653	10.1038/s41588-018-0205-x	Genetic analysis of over 1 million people identifies 535 new loci associated with blood pressure traits : 	PMC6284793
30124168	10.1186/s12915-018-0562-z	Horizons in the evolution of aging : 	PMC6100731
28676398	10.1016/j.bbrc.2017.06.191	Spatiotemporal control of mitochondrial network dynamics in astroglial cells : 	
29397034	10.1002/1873-3468.12996	Lipid droplet-mediated lipid and protein homeostasis in budding yeast : 	PMC5947121
29397034	10.1002/1873-3468.12996	Lipid droplet-mediated lipid and protein homeostasis in budding yeast : 	PMC5947121
29293525	10.1371/journal.pone.0189886	Integrative network analysis highlights biological processes underlying GLP-1 stimulated insulin secretion: A DIRECT study : 	PMC5749727
30462643	10.1371/journal.pgen.1007766	Hepatic gene body hypermethylation is a shared epigenetic signature of murine longevity : 	PMC6281273
29463802	10.1038/s41467-018-03170-7	Clonal dynamics towards the development of venetoclax resistance in chronic lymphocytic leukemia : 	PMC5820258
29515774	10.18632/oncotarget.24305	Unbiased compound-protein interface mapping and prediction of chemoresistance loci through forward genetics in haploid stem cells : 	PMC5839405
30057947	10.12688/wellcomeopenres.14663.1	'Read-through marking' reveals differential nucleotide composition of read-through and truncated cDNAs in iCLIP : 	PMC6051193
30540930	10.1016/j.celrep.2018.11.051	SIRT7-Dependent Deacetylation of Fibrillarin Controls Histone H2A Methylation and rRNA Synthesis during the Cell Cycle : 	
30249665	10.1073/pnas.1721683115	Mutations of mitochondrial DNA are not major contributors to aging of fruit flies : 	PMC6187118
29351848	10.1016/j.molcel.2017.12.014	A Distinct Class of Genome Rearrangements Driven by Heterologous Recombination : 	PMC5783719
29290468	10.1016/j.cell.2017.11.047	Stabilization of Reversed Replication Forks by Telomerase Drives Telomere Catastrophe : 	PMC5786504
29572490	10.1038/s41467-018-03552-x	Mice lacking the mitochondrial exonuclease MGME1 accumulate mtDNA deletions without developing progeria : 	PMC5865154
30155826	10.1007/978-1-4939-8799-3_16	Delivery of mtZFNs into Early Mouse Embryos : 	
	10.1101/450890	AGEpy: a Python package for computational biology : 	
29230016	10.1038/s41556-017-0005-z	Adhesion forces and cortical tension couple cell proliferation and differentiation to drive epidermal stratification : 	
30224299	10.1016/j.molmet.2018.08.010	Hepatic leptin receptor expression can partially compensate for IL-6Rα deficiency in DEN-induced hepatocellular carcinoma : 	PMC6197506
29380049	10.1007/s00401-017-1798-3	Sense and antisense RNA are not toxic in Drosophila models of C9orf72-associated ALS/FTD : 	PMC6385858
30456357	10.26508/lsa.201800085	Transcriptional repression by FACT is linked to regulation of chromatin accessibility at the promoter of ES cells : 	PMC6238418
29290614	10.1016/j.molcel.2017.11.033	Topoisomerase 3alpha Is Required for Decatenation and Segregation of Human mtDNA : 	PMC5935120
29480802	10.7554/eLife.34334	Serine is the major residue for ADP-ribosylation upon DNA damage : 	PMC5837557
30185958	10.1038/s41586-018-0457-8	Facing up to the global challenges of ageing : 	
29451229	10.1038/cr.2018.17	m-AAA proteases, mitochondrial calcium homeostasis and neurodegeneration : 	PMC5835776
29617655	10.1016/j.celrep.2018.03.033	PTCD1 Is Required for 16S rRNA Maturation Complex Stability and Mitochondrial Ribosome Assembly : 	
29617646	10.1016/j.cmet.2018.02.018	Mitochondria Restrict Growth of the Intracellular Parasite Toxoplasma gondii by Limiting Its Uptake of Fatty Acids : 	
29717999	10.1107/S2053230X18005253	Improved protein-crystal identification by using 2,2,2-trichloroethanol as a fluorescence enhancer : 	PMC5931144
28893859	10.1101/cshperspect.a029207	Adherens Junctions and Desmosomes Coordinate Mechanics and Signaling to Orchestrate Tissue Morphogenesis and Function: An Evolutionary Perspective : 	PMC6211388
30026218	10.1126/science.aau4531	Preparing junior faculty for success : 	
30057748	10.12688/f1000research.15121.1	The role of the gut microbiome during host ageing : 	PMC6051225
29660116	10.1002/path.5084	A novel histochemistry assay to assess and quantify focal cytochrome c oxidase deficiency : 	PMC6032845
29880855	10.1038/s41467-018-04388-1	Modular ssDNA binding and inhibition of telomerase activity by designer PPR proteins : 	PMC5992170
29880855	10.1038/s41467-018-04388-1	Modular ssDNA binding and inhibition of telomerase activity by designer PPR proteins : 	PMC5992170
30389680	10.15252/emmm.201809288	Loss of the mitochondrial i-AAA protease YME1L leads to ocular dysfunction and spinal axonopathy : 	PMC6328943
29953866	10.1016/j.neuron.2018.06.025	Parkinson's Disease: Mitochondria Parked at the ER Hit the Snooze Button : 	
29483684	10.1038/s41477-018-0116-y	An apoplastic peptide activates salicylic acid signalling in maize : 	
31633216	10.1002/eji.201970107	Guidelines for the use of flow cytometry and cell sorting in immunological studies (second edition) : 	PMC7350392
30670467	10.1101/cshperspect.a033936	Mitochondrial Proteolysis and Metabolic Control : 	PMC6601461
30886000	10.15252/embr.201847407	Loss of genomic integrity induced by lysosphingolipid imbalance drives ageing in the heart : 	PMC6446199
30675959	10.1002/jms.4337	Comparison of ESI-MS/MS and APCI-MS methods for the quantification of folic acid analogs in C. elegans : 	
31163147	10.1016/j.cub.2019.04.054	Developmental Timing: Honey, I Reprogrammed the Kids : 	
31693908	10.1016/j.celrep.2019.09.080	MitoRibo-Tag Mice Provide a Tool for In Vivo Studies of Mitoribosome Composition : 	PMC6859486
31672885	10.1126/science.aay7319	To help aging populations, classify organismal senescence : 	PMC7193988
31390550	10.1016/j.cmet.2019.06.019	Medicine in the Fourth Dimension : 	PMC6881776
30651383	10.1212/WNL.0000000000006851	Genetic and lifestyle risk factors for MRI-defined brain infarcts in a population-based setting : 	PMC6369905
31214190	10.3389/fimmu.2019.01236	Individual in vivo Profiles of Microglia Polarization After Stroke, Represented by the Genes iNOS and Ym1 : 	PMC6558167
31257025	10.1016/j.cell.2019.06.004	Relaxed Selection Limits Lifespan by Increasing Mutation Load : 	
31207046	10.1002/cyto.a.23777	Cyt-Geist: Current and Future Challenges in Cytometry: Reports of the CYTO 2018 Conference Workshops : 	
31375684	10.1038/s41467-019-11371-x	MYC paralog-dependent apoptotic priming orchestrates a spectrum of vulnerabilities in small cell lung cancer : 	PMC6677768
30838421	10.1093/nar/gkz154	RNA interference may result in unexpected phenotypes in Caenorhabditis elegans : 	PMC6486631
30134144	10.1016/j.mad.2018.08.001	Emerging topics in C. elegans aging research: Transcriptional regulation, stress response and epigenetics : 	PMC6696993
31728179	10.1186/s13227-019-0142-5	Cell cycle dynamics during diapause entry and exit in an annual killifish revealed by FUCCI technology : 	PMC6842169
30581056	10.1016/j.tem.2018.11.005	Identifying Potential Ageing-Modulating Drugs In Silico : 	PMC6362144
30949583	10.1126/sciadv.aav9824	Modulation of mtDNA copy number ameliorates the pathological consequences of a heteroplasmic mtDNA mutation in the mouse : 	PMC6447380
31350351	10.1073/pnas.1904885116	Leptin signaling impairs macrophage defenses against Salmonella Typhimurium : 	PMC6697794
30625143	10.1371/journal.pcbi.1006639	Using the drug-protein interactome to identify anti-ageing compounds for humans : 	PMC6342327
30335223	10.1002/cpcy.50	Cell Cycle Analysis of Hematopoietic Stem and Progenitor Cells by Multicolor Flow Cytometry : 	
31396629	10.1093/nar/gkz684	C6orf203 is an RNA-binding protein involved in mitochondrial protein synthesis : 	PMC6755124
31626805	10.1016/j.jmb.2019.09.005	Mechanisms of Autophagy in Metabolic Stress Response : 	
31668384	10.1016/j.molmet.2019.08.017	Dietary sulfur amino acid restriction upregulates DICER to confer beneficial effects : 	PMC6745493
31209379	10.1038/s41593-019-0419-y	Sensory lesioning induces microglial synapse elimination via ADAM10 and fractalkine signaling : 	PMC6596419
31150623	10.1016/j.cell.2019.05.008	CerS6-Derived Sphingolipids Interact with Mff and Promote Mitochondrial Fragmentation in Obesity : 	
30912013	10.1007/978-1-4939-9145-7_2	Unbiased Forward Genetic Screening with Chemical Mutagenesis to Uncover Drug-Target Interactions : 	
30867249	10.1681/ASN.2018090914	The RNA-Protein Interactome of Differentiated Kidney Tubular Epithelial Cells : 	PMC6442340
30612738	10.1016/j.cell.2018.11.024	UBQLN4 Represses Homologous Recombination and Is Overexpressed in Aggressive Tumors : 	
31116084	10.1080/15384101.2019.1618542	DNA double-strand break repair pathway choice - from basic biology to clinical exploitation : 	PMC6592229
31131301	10.1080/23723556.2019.1575692	UBQLN4 promotes non-homologous end joining by repressing DNA end-resection : 	PMC6512934
31036713	10.15252/embr.201948101	TEFM regulates both transcription elongation and RNA processing in mitochondria : 	PMC6549021
30891588	10.1093/gerona/glz080	Branched-Chain Amino Acids Have Equivalent Effects to Other Essential Amino Acids on Lifespan and Aging-Related Traits in Drosophila : 	PMC6909895
30858374	10.1038/s41467-019-09087-z	Inverse resource allocation between vision and olfaction across the genus Drosophila : 	PMC6411718
WOS:000472611700005	ARTN 23410.1038/s42003-019-0485-4	Metabolome signature of autism in the human prefrontal cortex : 	
31645584	10.1038/s41598-019-51608-9	Pluronic gel-based burrowing assay for rapid assessment of neuromuscular health in C. elegans : 	PMC6811592
31418886	10.15252/embj.2019103100	Walter Neupert (1939-2019), a pioneer of mitochondrial biogenesis and morphology : 	PMC6717888
31695197	10.1038/s41586-019-1738-6	Lipid signalling drives proteolytic rewiring of mitochondria by YME1L : 	
30301401	10.1080/15548627.2018.1532263	Autophagy determines mtDNA copy number dynamics during starvation : 	PMC6287700
	10.1101/699694	Circular RNAs in the ageing African turquoise killifish : 	
30850607	10.1038/s41467-019-09089-x	Structural determinants of lipid specificity within Ups/PRELI lipid transfer proteins : 	PMC6408443
31112907	10.1016/j.gde.2019.04.014	Epigenetic gene regulation, chromatin structure, and force-induced chromatin remodelling in epidermal development and homeostasis : 	PMC8259782
30630866	10.1083/jcb.201805079	Cell biology and mechanopathology of laminopathic cardiomyopathies : 	PMC6363443
31406268	10.1038/s41598-019-48224-y	A universal approach to investigate circRNA protein coding function : 	PMC6690939
30604225	10.1007/s00401-018-1946-4	C9orf72 arginine-rich dipeptide proteins interact with ribosomal proteins in vivo to induce a toxic translational arrest that is rescued by eIF1A : 	PMC6514073
31843021	10.1186/s40478-019-0860-x	Glycine-alanine dipeptide repeats spread rapidly in a repeat length- and age-dependent manner in the fly brain : 	PMC6916080
30989755	10.1002/glia.23626	Astrocyte-specific deletion of the mitochondrial m-AAA protease reveals glial contribution to neurodegeneration : 	PMC6618114
31156037	10.1080/15476286.2019.1621625	NET-prism enables RNA polymerase-dedicated transcriptional interrogation at nucleotide resolution : 	PMC6693550
30783089	10.1038/s41467-019-08729-6	Suppression of autophagic activity by Rubicon is a signature of aging : 	PMC6381146
31588022	10.1016/j.molcel.2019.09.010	Dinucleotide Degradation by REXO2 Maintains Promoter Specificity in Mammalian Mitochondria : 	PMC6900737
30951493	10.1515/hsz-2018-0449	Ageing and sources of transcriptional heterogeneity : 	
31483742	10.1091/mbc.E19-03-0166	The mitochondrial intermembrane space-facing proteins Mcp2 and Tgl2 are involved in yeast lipid metabolism : 	PMC6761770
31477170	10.1186/s13059-019-1758-4	Cytoscape Automation: empowering workflow-based network analysis : 	PMC6717989
31447390	10.1016/j.molcel.2019.07.010	SLX4IP Antagonizes Promiscuous BLM Activity during ALT Maintenance : 	PMC6863466
31270171	10.1128/mSphere.00321-19	mSphere of Influence: Finding a Direction-How Do Mitochondria Know Where To Go? : 	PMC6609229
31619488	10.1523/jneurosci.1157-19.2019	Pleiotropic Mitochondria: The Influence of Mitochondria on Neuronal Development and Disease : 	PMC6794931
30598479	10.1083/jcb.201806093	ROMO1 is a constituent of the human presequence translocase required for YME1L protease import : 	PMC6363466
30683687	10.26508/lsa.201800219	Mitochondrial stress response triggered by defects in protein synthesis quality control : 	PMC6348486
30470689	10.15252/embr.201847163	Chaperoning junior faculty: Institutional support and guidance can relieve challenges for early-career group leaders and improve academic performance : 	PMC6322358
30711541	10.1016/j.jmb.2019.01.034	Deregulated Splicing Is a Major Mechanism of RNA-Induced Toxicity in Huntington's Disease : 	
31170154	10.1371/journal.pgen.1008085	Mitochondrial fusion is required for regulation of mitochondrial DNA replication : 	PMC6553695
31656947	10.1038/s42255-019-0059-2	Branched chain amino acids impact health and lifespan indirectly via amino acid balance and appetite control : 	PMC6814438
31495461	10.1016/j.tcb.2019.08.003	The Good and the Bad of Mitochondrial Breakups : 	
31797944	10.1038/s41598-019-53762-6	Differences in lipidome and metabolome organization of prefrontal cortex among human populations : 	PMC6893025
30617297	10.1038/s41467-018-07925-0	Longevity defined as top 10% survivors and beyond is transmitted as a quantitative genetic trait : 	PMC6323124
31633821	10.15252/embj.2019101982	Senescent human melanocytes drive skin ageing via paracrine telomere dysfunction : 	PMC6885734
30933718	10.1016/j.scr.2019.101429	The in vivo timeline of differentiation of engrafted human neural progenitor cells : 	
31253808	10.1038/s41467-019-10793-x	Site-specific cleavage of bacterial MucD by secreted proteases mediates antibacterial resistance in Arabidopsis : 	PMC6599210
30670478	10.26508/lsa.201800149	Loss of miR-210 leads to progressive retinal degeneration in Drosophila melanogaster : 	PMC6343102
31358992	10.1038/s41593-019-0455-7	RPS25 is required for efficient RAN translation of C9orf72 and other neurodegenerative disease-associated nucleotide repeats : 	PMC6713615
33315859	10.1371/journal.pgen.1009242	Accurate mapping of mitochondrial DNA deletions and duplications using deep sequencing : 	PMC7769605
32381573	10.3324/haematol.2019.243287	Analysis of the tumor microenvironment by whole-slide image analysis identifies low B cell content as a predictor of adverse outcome in advanced-stage classical Hodgkin lymphoma treated with BEACOPP : 	PMC8168506
33378272	10.18632/aging.202454	ARDD 2020: from aging mechanisms to interventions : 	PMC7803558
31690822	10.1038/s41375-019-0618-2	ATM activity in T cells is critical for immune surveillance of lymphoma in vivo : 	
32690882	10.1038/s41375-020-0989-4	Bortezomib resistance mutations in PSMB5 determine response to second-generation proteasome inhibitors in multiple myeloma : 	PMC7932915
32762682	10.1186/s12915-020-00824-1	The C-terminal region of the oxidoreductase MIA40 stabilizes its cytosolic precursor during mitochondrial import : 	PMC7412830
32255255	10.1002/1878-0261.12680	Cell type-specific transcriptomics of esophageal adenocarcinoma as a scalable alternative for single cell transcriptomics : 	PMC7266280
32933522	10.1186/s12967-020-02515-5	Correlation of the two most frequent HLA haplotypes in the Italian population to the differential regional incidence of Covid-19 : 	PMC7491019
31658850	10.1177/2472555219883621	CRISPR: A Screener's Guide : 	PMC7036479
32522994	10.1038/s41467-020-16503-2	Distinct pre-initiation steps in human mitochondrial translation : 	PMC7287080
32878077	10.3390/ijms21176297	Dnmt3a2/Dnmt3L Overexpression in the Dopaminergic System of Mice Increases Exercise Behavior through Signaling Changes in the Hypothalamus : 	PMC7504350
31365120	10.1002/1873-3468.13559	The E3 ubiquitin ligase UBR5 interacts with the H/ACA ribonucleoprotein complex and regulates ribosomal RNA biogenesis in embryonic stem cells : 	
32538777	10.7554/eLife.57591	Evolutionarily conserved regulation of immunity by the splicing factor RNP-6/PUF60 : 	PMC7332298
32396805	10.1098/rspb.2020.0489	Extreme genomic volatility characterizes the evolution of the immunoglobulin heavy chain locus in cyprinodontiform fishes : 	PMC7287348
32525278	10.15252/emmm.201911659	FBXL4 deficiency increases mitochondrial removal by autophagy : 	PMC7338799
33253201	10.1371/journal.pgen.1009083	Fine-tuning autophagy maximises lifespan and is associated with changes in mitochondrial gene expression in Drosophila : 	PMC7738165
33372615	10.1186/s13059-020-02235-5	Gamete binning: chromosome-level and haplotype-resolved genome assembly enabled by high-throughput single-cell sequencing of gamete genomes : 	PMC7771071
32109421	10.1016/j.ajhg.2020.02.006	Genome-wide Association Analysis in Humans Links Nucleotide Metabolism to Leukocyte Telomere Length : 	PMC7058826
32433922	10.1016/j.cmet.2020.05.001	GLP-1 Receptor Signaling in Astrocytes Regulates Fatty Acid Oxidation, Mitochondrial Integrity, and Function : 	PMC7272126
32128391	10.1126/sciadv.aax0301	Glycosylation of immunoglobulin G is regulated by a large network of genes pleiotropic with inflammatory diseases : 	PMC7030929
32956847	10.1016/j.molmet.2020.101085	Hepatic FTO is dispensable for the regulation of metabolism but counteracts HCC development in vivo : 	PMC7560164
32086012	10.1016/j.isci.2020.100887	Hexosamine Pathway Activation Improves Protein Homeostasis through the Integrated Stress Response : 	PMC7033349
32302543	10.1016/j.devcel.2020.03.014	HLH-30/TFEB Is a Master Regulator of Reproductive Quiescence : 	
33186521	10.1016/j.cell.2020.09.055	An HPF1/PARP1-Based Chemical Biology Strategy for Exploring ADP-Ribosylation : 	
33153048	10.3390/ijms21218219	Identification of a Novel Link between the Intermediate Filament Organizer IFO-1 and Cholesterol Metabolism in the Caenorhabditis elegans Intestine : 	PMC7672635
32928209	10.1186/s12915-020-00854-9	Independent glial subtypes delay development and extend healthy lifespan upon reduced insulin-PI3K signalling : 	PMC7490873
32381713	10.1126/science.abb4073	The inherent challenges of classifying senescence-Response : 	
32592682	10.1016/j.molcel.2020.06.011	An Insulin-Sensitive Circular RNA that Regulates Lifespan in Drosophila : 	PMC7318944
32869739	10.7554/eLife.55794	Intra-species differences in population size shape life history and genome evolution : 	PMC7462614
32693105	10.1016/j.mad.2020.111316	Lack of consensus on an aging biology paradigm? A global survey reveals an agreement to disagree, and the need for an interdisciplinary framework : 	PMC7603428
31883797	10.1016/j.cell.2019.12.005	Local Fatty Acid Channeling into Phospholipid Synthesis Drives Phagophore Expansion during Autophagy : 	
32013690	10.1080/15548627.2020.1725379	Localized de novo phospholipid synthesis drives autophagosome biogenesis : 	PMC7138244
32042177	10.1038/s41596-019-0282-z	Long-term in vivo imaging of Drosophila larvae : 	
32352215	10.1111/acel.13139	Longevity Relatives Count score identifies heritable longevity carriers and suggests case improvement in genetic studies : 	PMC7294789
32019926	10.1038/s41467-020-14524-5	Loss of GFAT-1 feedback regulation activates the hexosamine pathway that modulates protein homeostasis : 	PMC7000685
32407670	10.1016/j.neuron.2020.04.020	MCH Neurons Regulate Permeability of the Median Eminence Barrier : 	PMC7383232
33079603	10.1161/CIRCGEN.119.002610	Metabolic Age Based on the BBMRI-NL (1)H-NMR Metabolomics Repository as Biomarker of Age-related Disease : 	
32765591	10.3389/fgene.2020.00761	Methylation of Ribosomal RNA: A Mitochondrial Perspective : 	PMC7379855
32772667	10.1098/rstb.2019.0596	Microbiota-host interactions shape ageing dynamics : 	PMC7435156
32406555	10.1111/joim.13088	Mitochondria in human disease : 	
32220306	10.1016/j.cmet.2020.03.005	Mitochondria-Endoplasmic Reticulum Contacts in Reactive Astrocytes Promote Vascular Remodeling : 	PMC7139200
32075415	10.1146/annurev-biochem-062917-012739	Mitochondrial Proteases: Multifaceted Regulators of Mitochondrial Plasticity : 	
32281181	10.1096/fj.201901761R	Mitofusin 1 is required for oocyte growth and communication with follicular somatic cells : 	
32678081	10.1038/s41467-020-17312-3	Multivariate genomic scan implicates novel loci and haem metabolism in human ageing : 	PMC7366647
32999463	10.1038/s41586-020-2777-8	Negative feedback control of neuronal activity by microglia : 	PMC7577179
32923630	10.1126/sciadv.aba8271	Neuronal metabolic rewiring promotes resilience to neurodegeneration caused by mitochondrial dysfunction : 	PMC7455195
32291952	10.1111/acel.13137	The neuronal receptor tyrosine kinase Alk is a target for longevity : 	PMC7253064
32694663	10.1038/s42255-020-0200-2	NFYB-1 regulates mitochondrial function and longevity via lysosomal prosaposin : 	
32544448	10.1016/j.tig.2020.01.012	Nothobranchius furzeri (African Turquoise Killifish) : 	
32333075	10.1007/s00216-020-02640-6	Optimization of mass spectrometry settings for steroidomic analysis in young and old killifish : 	PMC7320053
32592479	10.1093/hmg/ddaa125	PICALM rescues glutamatergic neurotransmission, behavioural function and survival in a Drosophila model of Abeta42 toxicity : 	PMC7424762
32978396	10.1038/s41467-020-18690-4	Polyunsaturated fatty acids and p38-MAPK link metabolic reprogramming to cytoprotective gene expression during dietary restriction : 	PMC7519657
32778836	10.1038/s42255-020-0264-z	Proofreading deficiency in mitochondrial DNA polymerase does not affect total dNTP pools in mouse embryos : 	
32467649	10.1038/s41573-020-0067-7	The quest to slow ageing through drug discovery : 	
32266060	10.12688/f1000research.22111.1	Recent advances in the understanding of autophagosome biogenesis : 	PMC7101016
32883836	10.1126/science.aaz7714	Reconstitution of autophagosome nucleation defines Atg9 vesicles as seeds for membrane formation : 	PMC7610778
32087062	10.1515/hsz-2020-0120	Regulation of mitochondrial plasticity by the i-AAA protease YME1L : 	
33195262	10.3389/fcell.2020.592651	Reweaving the Fabric of Mitochondrial Contact Sites in Astrocytes : 	PMC7649784
32329715	10.7554/eLife.57242	Searching for the genetic key to a long and healthy life : 	PMC7182428
32860726	10.1111/acel.13216	Similar burden of pathogenic coding variants in exceptionally long-lived individuals and individuals without exceptional longevity : 	PMC7576295
33328633	10.1038/s41586-020-03048-z	Small-molecule inhibitors of human mitochondrial DNA transcription : 	
32584933	10.1083/jcb.202006007	Stress eating: Autophagy targets nuclear pore complexes : 	PMC7337487
33066395	10.3390/cells9102287	Targeting DNA Repair, Cell Cycle, and Tumor Microenvironment in B Cell Lymphoma : 	PMC7602196
33194749	10.3389/fonc.2020.589508	Targeting Glutaminolysis: New Perspectives to Understand Cancer Development and Novel Strategies for Potential Target Therapies : 	PMC7649373
32034047	10.1242/jeb.209296	The turquoise killifish: a genetically tractable model for the study of aging : 	
33977265	10.1093/braincomms/fcab053	Activating transcription factor 4-dependent lactate dehydrogenase activation as a protective response to amyloid beta toxicity : 	PMC8093921
34323016	10.1111/febs.16142	ADP-ribosyltransferases, an update on function and nomenclature : 	PMC9027952
33998095	10.1111/mec.15982	Ancestral transoceanic colonization and recent population reduction in a non-annual killifish from the Seychelles archipelago : 	
34491268	10.1001/jamainternmed.2021.5078	Association of Thyroid Dysfunction With Cognitive Function: An Individual Participant Data Analysis : 	PMC8424529
34545459	10.1007/s00439-021-02347-3	Biallelic variants in YRDC cause a developmental disorder with progeroid features : 	PMC8553732
34767451	10.1126/sciadv.abk0271	Cell size is a determinant of stem cell potential during aging : 	PMC8589318
33593901	10.1073/pnas.2011491118	Cell type-specific modulation of healthspan by Forkhead family transcription factors in the nervous system : 	PMC7923679
33558420	10.1242/jcs.252023	Cellular metabolism in the defense against microbes : 	
33903774	10.1038/s42255-021-00385-9	Cellular pyrimidine imbalance triggers mitochondrial DNA–dependent innate immunity : 	PMC8144018
37117628	10.1038/s43587-021-00105-8	Chromatin remodeling due to degradation of citrate carrier impairs osteogenesis of aged mesenchymal stem cells : 	PMC10154229
35241824	10.1101/2021.05.15.444292	Chromosome-scale and haplotype-resolved genome assembly of a tetraploid potato cultivar : 	PMC8920897
35241824	10.1101/2021.05.15.444292	Chromosome-scale and haplotype-resolved genome assembly of a tetraploid potato cultivar : 	PMC8920897
33977282	10.1016/S2666-7568(21)00090-8	Clinical trials of mTOR inhibitors to boost immunity to viral infection in older adults : 	PMC8102037
33959723	10.1038/s43587-021-00051-5	Common genetic associations between age-related diseases : 	PMC7610725
26940749	10.1038/srep22685	Acetylation mimic of lysine 280 exacerbates human Tau neurotoxicity in vivo : 	PMC4778021
26940749	10.1038/srep22685	Acetylation mimic of lysine 280 exacerbates human Tau neurotoxicity in vivo : 	PMC4778021
25688136	10.1083/jcb.201411100	Mitofusin 2 is required to maintain mitochondrial coenzyme Q levels : 	PMC4332246
25688136	10.1083/jcb.201411100	Mitofusin 2 is required to maintain mitochondrial coenzyme Q levels : 	PMC4332246
31604912	10.1038/s41467-019-12266-7	A systematic evaluation of single cell RNA-seq analysis pipelines : 	PMC6789098
31645592	10.1038/s41467-019-12821-2	A secreted microRNA disrupts autophagy in distinct tissues of Caenorhabditis elegans upon ageing : 	PMC6811558
31742247	10.1038/s42255-019-0121-0	A nutritional memory effect counteracts benefits of dietary restriction in old mice : 	PMC6861129
32583531	10.1002/cyto.a.24178	A Joint Action in Times of Pandemic: The German BioImaging Recommendations for Operating Imaging Core Facilities During the SARS-Cov-2 Emergency : 	PMC7361206
31001574	10.1523/ENEURO.0423-18.2019	A Computational Model of the Escape Response Latency in the Giant Fiber System of Drosophila melanogaster : 	PMC6469880
34559558	10.1126/sciadv.abi7514	A common genetic variant of a mitochondrial RNA processing enzyme predisposes to insulin resistance : 	PMC8462889
29113975	10.15252/emmm.201707850	G-quadruplex-binding small molecules ameliorate C9orf72 FTD/ALS pathology in vitro and in vivo : 	PMC5760849
29959820	10.1111/acel.12819	Gene Expression-Based Drug Repurposing to Target Ageing : 	PMC6156541
29579685	10.1016/j.neurobiolaging.2018.02.027	Impact of insulin signaling and proteasomal activity on physiological output of a neuronal circuit in aging Drosophila melanogaster : 	PMC5933513
29779873	10.1016/j.cub.2018.04.015	Short-Term, Intermittent Fasting Induces Long-Lasting Gut Health and TOR-Independent Lifespan Extension : 	PMC5988561
31721422	10.1111/acel.13043	Longevity in response to lowered insulin signaling requires glycine N‐methyltransferase‐dependent spermidine production : 	PMC6974722
33454277	10.1016/j.mad.2021.111437	Transcriptomic profiling of long- and short-lived mutant mice implicates mitochondrial metabolism in ageing and shows signatures of normal ageing in progeroid mice : 	PMC7895802
33595657	10.1093/gbe/evab031	Transposable element landscape in Drosophila populations selected for longevity : 	PMC8355499
33521768	10.1016/S2666-7568(20)30011-8	Tackling immunosenescence to improve COVID-19 outcomes and vaccine response in older adults : 	PMC7834195
33879316	10.7554/eLife.67275	Tissue-specific modulation of gene expression in response to lowered insulin signalling in Drosophila : 	PMC8060030
33988501	10.7554/eLife.62233	A TORC1-histone axis regulates chromatin organisation and non-canonical induction of autophagy to ameliorate ageing : 	PMC8186904
37118632	10.1038/s43587-021-00028-4	A neuronal blood marker is associated with mortality in old age : 	
37117991	10.1038/s43587-020-00001-7	Sestrin is a key regulator of stem cell function and lifespan in response to dietary amino acids : 	
34504353	10.1038/s42255-021-00443-2	A mitochondrial membrane-bridging machinery mediates signal transduction of intramitochondrial oxidation : 	PMC8460615
34532960	10.1111/acel.13479	Lithium can mildly increase health during ageing but not lifespan in mice : 	PMC8520709
33990202	10.1186/s12979-021-00232-1	Functional conservation in genes and pathways linking ageing and immunity : 	PMC8120713
33634126	10.3389/fcell.2021.625715	FoxO1 Is a Novel Regulator of 20S Proteasome Subunits Expression and Activity : 	PMC7901890
33739284	10.7554/eLife.58565	Enhanced insulin signalling ameliorates C9orf72 hexanucleotide repeat expansion toxicity in Drosophila : 	PMC8007214
33536532	10.1038/s41598-021-82459-y	Data-driven identification of ageing-related diseases from electronic health records : 	PMC7859412
29860357	10.1093/nar/gky456	Base-excision repair deficiency alone or combined with increased oxidative stress does not increase mtDNA point mutations in mice : 	PMC6061787
34215584	10.1126/sciadv.abf8631	The mitochondrial single-stranded DNA binding protein is essential for initiation of mtDNA replication : 	
